Status,County,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured_x,% Uninsured_x,# Primary Care Physicians,PCP Rate,PCP Ratio,# Dentists,Dentist Rate,Dentist Ratio,# Mental Health Providers,MHP Rate,MHP Ratio,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population_x,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,Presence of violation,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,Other PCP Ratio,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
Rural,Young,10234.600248,,,,16.460430073,3.6037111383,3.7313845455,4.9713193117,,5.3398058252,4.7829937998,15.176606578,31.6,6.7,26.6,69.784366577,18.395016104,1,15,6.6666666667,49.0,268.2,50.01359065,,54.726368159,49.494219653,3059,21.209179782,12.0,66.10842,1513:1,13.0,72.30658,1383:1,9.0,50.0584,1998:1,5741.0,,4450.0,5703.0,27.0,,22.0,28.0,36.0,27.0,30.0,36.0,242.0,96.1,2064,3840,53.75,306,8082,3.7861915367,24.5,43.956043956,36.335160532,18.691910499,98460,22051,4.4651036234,1674,4339,38.580318046,26,14.323490524,31.0,169.44520361,83.0,91.116673253,8.2,No,9.5572733661,6.9964664311,2.3190442727,0.5621925509,82.973739366,,81.764705882,83.228450168,6730,14.8,74.707429672,,87.405497269,73.624304426,346.0,522.6,,,,,,,,,,,,,,11.173255536,11.543702425,13.3,,,2850,15.6,2487.5696573,13.410079015,14.0,25.734821051,25.0,19.544228589,29.260350045,610,13.301351941,55.62045,1798:1,,44909,,36938.0,50893.0,58.701374671,46.408737074,19.099030626,,14.0,15.4,5530,78.262100198,544.0,8.0868143303,24.139273597,20.012236498,217,1.2069636798,223,1.2403359475,104,0.5784526392,16,0.0889927137,3407,18.949885978,13996,77.846376328,295,1.7357025182,50.542299349,6227,33.568733154
Rural,Zapata,6770.7685957,,,,35.437793775,5.0035010879,4.0934338017,9.0062111801,,,,17.971904596,28.5,6.3,22.0,45.327436154,14.572894551,2,8,25.0,35.0,243.5,78.876678877,,,,3611,28.945891784,1.0,6.96913,14349:1,2.0,13.96453,7161:1,,,,5864.0,,6159.0,4737.0,20.0,,21.0,16.0,30.0,,30.0,29.0,251.0,90.2,1448,3524,41.089670829,400,5445,7.3461891644,45.6,,,,77722,12098,6.4243676641,1974,4814,41.005400914,7,4.8783887379,14.0,96.041709542,26.0,36.234913733,7.9,Yes,23.034330011,11.659192825,14.064230343,1.6611295681,69.194410193,,,,3367,17.8,79.01655963,,,,147.0,368.9,,,,,,,,,,,,,,16.955612304,13.772674279,8.8,8.0,74.4,1550,10.8,3794.269277,27.067122821,,,13.0,12.95775771,34.654648282,578,11.74080845,20.9468,4774:1,,32172,,34187.0,38750.0,83.768604325,74.736688122,32.102127215,,,,3222,72.290778551,461.0,11.484803189,33.291439743,12.568077084,26,0.1815388912,69,0.4817762882,40,0.2792906019,1,0.006982265,13526,94.442117023,707,4.9364613881,3064,23.625568664,50.020946795,3299,23.534027679
Rural,Zavala,9389.7591552,,,,39.575894283,5.3487075703,4.2342247339,8.7667161961,,,,19.690506212,27.6,6.4,21.4,58.50817847,13.864510941,3,22,13.636363636,15.0,122.6,69.645966338,,,,1994,20.139379861,2.0,16.634780000000003,6012:1,3.0,25.108800000000002,3983:1,4.0,33.478410000000004,2987:1,5156.0,,5068.0,4209.0,24.0,,24.0,21.0,24.0,,22.0,35.0,179.0,90.4,990,2764,35.817655572,413,3719,11.105135789,43.3,,55.504189541,71.978021978,61017,11044,5.5249003984,2057,3643,56.464452374,4,3.3269566664,17.5,176.55367232,40.0,65.975028452,8.3,No,22.620689655,12.921348315,6.7586206897,5.5172413793,80.469997718,,,,3527,12.8,75.893052423,,,,161.0,459.7,,,,,,,,,,,,,,18.76916247,14.88196719,8.8,8.0,84.1,1680,13.9,2357.3542833,20.188013045,,,19.0,22.501450751,34.916397195,292,7.8854982447,58.58721,1707:1,,28867,,,,71.998435667,,20.383276608,,,,2452,69.343891403,554.0,16.84402554,29.318714429,14.052561098,56,0.46869769,120,1.0043521928,26,0.2176096418,19,0.1590224305,11224,93.940408437,609,5.0970873786,963,8.6406460296,49.4810847,4441,38.032028775
Urban,Aransas,9315.8703613,,6088.5715485,11277.610901,19.517677734,3.8590439561,3.7431002191,9.6866096866,,8.6230876217,10.706860707,15.659176121,31.8,6.1,25.2,80.602815442,16.139097691,3,15,20.0,135.0,532.5,45.590605572,,60.836501901,35.513209181,3902,21.267782199,13.0,50.542359999999995,1979:1,7.0,27.37369,3653:1,20.0,78.21054,1279:1,3116.0,,,,46.0,,41.0,47.0,51.0,27.0,39.0,52.0,222.0,87.0,2222,4691,47.367299083,701,10366,6.7624927648,32.2,68.47826087,21.902439024,29.598588443,102504,19241,5.3273738371,1350,4606,29.309596179,22,8.5533221881,120.5,476.54828759,127.0,100.81685467,9.3,No,15.599173554,12.65625,2.8925619835,0.5165289256,81.396048541,,81.386066763,78.311291963,8116,27.7,76.912561181,,79.571885992,75.387003338,523.0,470.0,,342.66131108,531.19164297,,,,,,,,,,,12.065267369,11.894535979,13.7,31.0,141.8,3860,15.6,4616.7358114,19.935814023,14.0,18.266508357,33.0,19.057188891,30.295833507,622,12.632006499,39.10527,2557:1,,46970,,43302.0,45496.0,55.863288156,33.983199316,26.874105952,,25.0,19.8,7039,73.869241264,1171.0,12.816022765,18.731424996,27.295479431,348,1.3608634444,318,1.2435476302,494,1.9318004067,21,0.0821210699,7072,27.655247927,17177,67.171124668,375,1.5889157239,50.527921164,6313,27.260557907
Urban,Archer,9446.1139485,,,,13.248280155,3.1949824026,3.405328592,8.3491461101,,,,14.030731015,28.2,7.6,23.5,22.509388116,19.842313585,9,18,50.0,11.0,126.2,24.066797642,,55.299539171,21.046643914,1263,17.856637919,,,,,,,,,,3752.0,,,,35.0,,,,41.0,,19.0,42.0,161.0,99.3,1176,1811,64.936499172,140,4093,3.42047398,13.8,,25.793650794,8.2592121982,110956,26000,4.2675384615,365,1928,18.93153527,11,12.639319775,10.5,201.65162282,38.0,86.918730987,8.5,Yes,10.149253731,7.1428571429,1.7611940299,1.3432835821,86.027014439,,,,3694,19.8,77.039462835,,,,131.0,409.4,,,,,,,,,,,,,,9.6864613353,10.443107009,11.3,,,1290,14.8,491.97968879,5.4338379588,,,16.0,26.10284521,28.976815521,260,13.013013013,11.352030000000001,8809:1,,58311,,34375.0,65504.0,32.002129925,,22.167635247,,,,2752,82.124738884,236.0,7.3178294574,21.773186514,19.888750142,67,0.7605857646,125,1.4190032921,38,0.4313770008,3,0.034056079,765,8.6843001476,7754,88.023612215,69,0.823880597,50.44840504,8057,88.988292467
Urban,Armstrong,,,,,11.754162254,2.9602024512,3.2779770793,8.1081081081,,,,12.559902118,29.4,6.4,24.7,2.524986849,20.067384297,2,8,25.0,69.0,3543.9,34.852546917,,,,229,15.642076503,0.0,0.0,1876:0,0.0,0.0,1879:0,,,,6573.0,,,,36.0,,,,27.0,,,,,100.0,292,385,75.844155844,23,920,2.5,15.1,,,,123167,30708,4.0109092093,84,417,20.143884892,5,26.652452026,3.0,152.82730515,12.0,124.9219238,6.8,No,9.0909090909,6.7510548523,1.958041958,0.0,68.78251821,,,,661,49.6,72.397526066,,,,38.0,553.0,,,,,,,,,,,,,,8.8456485736,9.6917832343,11.3,,,260,13.8,376.47952395,19.804288477,,,,,28.684100347,56,12.121212121,53.2198,1879:1,,55337,,150250.0,64737.0,51.343283582,,,,,,569,81.054131054,66.0,9.7058823529,22.405534859,22.884513039,16,0.8515167642,28,1.4901543374,2,0.1064395955,0,0.0,141,7.5039914848,1684,89.622139436,11,0.6024096386,51.250665247,1901,100.0
Urban,Atascosa,7645.013715,,7306.194334,8273.9523133,22.392609353,3.9503035011,3.5450306335,8.1636980492,,8.549382716,7.5087719298,14.34795536,33.9,8.5,32.4,38.678720135,17.907732666,10,56,17.857142857,317.0,654.5,48.177292436,,53.561568194,35.714285714,7590,18.270226031,8.0,16.39445,6100:1,19.0,38.790549999999996,2578:1,20.0,40.83216,2449:1,5640.0,,6747.0,4909.0,29.0,,28.0,31.0,34.0,21.0,28.0,37.0,612.0,93.9,5233,12160,43.034539474,886,21181,4.1829941929,25.4,16.883116883,27.269837907,10.124026536,104340,24872,4.1950788035,4942,13350,37.018726592,40,8.1972252393,109.0,222.3809038,160.0,66.368010619,9.6,Yes,15.815164335,8.2869308877,6.9964204361,1.7572404816,76.918790212,,74.960707269,81.462485346,15183,48.6,78.281968715,,78.936141335,77.50395556,599.0,378.5,,359.23157586,401.62427962,20.0,37.393661774,,,,21.0,4.5385779123,,,,12.331162653,11.085639056,11.6,50.0,128.7,4060,8.5,3654.8465724,8.1379763808,11.0,7.5232708446,68.0,20.413983579,33.031632774,1327,9.4772175404,44.91538,2226:1,13.064133017,48636,72827.0,49619.0,66601.0,62.948797039,43.819086284,15.199044453,9.3,40.0,16.6,11537,74.389064414,1153.0,7.9342141481,27.34121394,14.446417999,340,0.6941467099,601,1.2270063902,311,0.6349400788,58,0.1184132623,31578,64.46989649,16349,33.378248709,1659,3.7120737492,50.186807129,27266,60.711184342
Urban,Austin,6980.706882,10025.025387,4244.3280561,7927.5230236,16.912531587,3.4289316921,3.5674023149,7.9298831386,14.403292181,7.0498915401,7.1606994172,14.460404772,29.9,7.6,26.0,61.568779252,18.329945849,5,32,15.625,95.0,321.3,32.492581602,62.176165803,41.666666667,20.431010355,4429,18.316790736,6.0,20.16265,4960:1,11.0,36.930099999999996,2708:1,10.0,33.57282,2979:1,4015.0,10798.0,4288.0,3325.0,37.0,28.0,24.0,39.0,37.0,29.0,31.0,38.0,431.0,94.1,3849,6446,59.711448961,606,13997,4.3294991784,16.4,40.973312402,41.703377386,7.2095738471,114860,23402,4.9081275105,1730,7049,24.542488296,36,12.097587203,70.0,237.77981589,106.0,72.075502489,10.2,Yes,12.77173913,8.0994017487,4.2572463768,0.625,81.575182592,,85.182963407,79.456384324,10834,42.2,79.101814291,74.664914599,84.568182747,78.489838618,385.0,339.9,591.42350261,212.93610741,354.57600404,14.0,48.981876706,,,,,,,,,10.629375615,10.929454865,10.3,55.0,224.5,4610,15.8,993.80224444,3.4972102771,,,44.0,21.531580467,30.148616359,810,10.735586481,43.644670000000005,2291:1,,61111,40096.0,49375.0,74375.0,53.857168427,20.054060375,18.091466883,,28.0,19.0,8175,74.176571999,1003.0,9.5296912114,24.135499899,18.649701202,2636,8.8497952058,243,0.8158195125,215,0.7218156181,12,0.0402873833,8083,27.136909958,18469,62.005640234,1415,5.1441451267,50.399516551,18853,66.344089805
Urban,Bandera,7023.8595352,,3089.6240878,8320.9486589,15.91128044,3.4847781725,3.6100142098,9.1065292096,,11.61971831,7.934655776,13.679915556,29.1,6.8,23.8,61.938003417,17.02804253,14,35,40.0,24.0,112.8,18.897230132,,25.278058645,16.540812657,2865,18.001885014,6.0,27.55327,3629:1,4.0,17.89629,5588:1,12.0,53.68887,1863:1,3412.0,,1486.0,3502.0,37.0,,43.0,37.0,37.0,,31.0,38.0,176.0,94.3,2201,3827,57.512411811,346,9639,3.5895839817,22.6,,57.415254237,23.487394958,105976,24014,4.4130923628,1213,3553,34.140163242,24,11.021307862,29.0,137.71815268,70.0,65.488497413,8.9,Yes,10.856453559,8.0442804428,1.9903498191,1.507840772,80.174961579,,71.322751323,73.366708385,6782,57.1,80.268409001,,85.996892511,79.035659062,329.0,319.0,,180.56007999,355.71929963,,,,,,,,,,,10.492623651,10.922128697,11.4,19.0,101.5,3180,15.1,2674.3752875,13.055285758,,,35.0,23.654402422,29.914740211,472,12.623696175,26.84444,3725:1,,55578,,58274.0,56284.0,54.49195763,,24.36391538,,11.0,10.3,7007,84.64604977,723.0,9.1937945066,16.862780189,26.464140307,197,0.8813923314,280,1.2527403696,137,0.6129479665,10,0.0447407275,4202,18.800053689,17393,77.817547313,260,1.2736357402,50.485436893,20485,100.0
Urban,Bastrop,7723.4848062,9950.7538262,6297.3177095,8433.0405312,18.170723966,3.7279671612,3.786642714,7.5305975522,13.38028169,7.0111816259,7.2351421189,16.550941582,34.9,7.4,19.4,45.759124186,20.109780299,34,118,28.813559322,645.0,801.0,35.794922628,33.954727031,47.263681592,24.937343358,14519,21.103504411,24.0,29.00898,3447:1,31.0,36.57342,2734:1,46.0,54.270239999999994,1843:1,4632.0,5867.0,4624.0,4451.0,33.0,32.0,28.0,34.0,41.0,32.0,40.0,42.0,1130.0,92.1,9386,19436,48.291829595,1415,40124,3.5265676403,18.7,14.165159735,26.768443012,9.724963811,108130,26524,4.0766852662,5832,20450,28.518337408,64,7.7357281859,322.0,406.70173732,346.0,86.087854397,10.1,Yes,14.535454724,9.6734121419,4.9695541151,1.3553329405,80.678875042,83.304548071,82.3579485,78.587424634,26478,55.3,77.579145136,74.769364069,82.277828211,76.763685821,1070.0,369.4,521.75873996,289.68627564,392.55936077,31.0,37.172492356,,38.769413214,39.914031317,34.0,5.0355450237,,,,11.521973521,11.322739643,9.9,144.0,219.3,9830,12.6,8456.701749,11.401628331,14.0,5.6446833131,147.0,26.640424942,32.855915843,2665,12.058277906,35.39364,2825:1,8.5532302093,62992,46866.0,49336.0,63927.0,66.037986452,33.234042125,23.104239405,5.4,90.0,22.4,19911,76.536613492,2854.0,11.462768094,25.635610717,14.747348427,5798,6.8404100943,1659,1.9572680832,793,0.9355717842,128,0.1510128479,32074,37.840516275,44613,52.633876429,4184,5.57168349,49.187716049,47360,63.85244907
Urban,Bell,7336.8027332,9243.2742273,4796.4693708,7870.6699882,19.218609048,3.8235628375,3.6326311594,8.7809349221,13.261977574,7.607836247,7.2283175297,17.054351532,31.3,6.1,24.4,79.514561542,19.517047677,57,209,27.272727273,3847.0,1148.6,43.679198927,42.077613124,53.753180662,38.386895168,40741,13.706248066,277.0,81.37222,1229:1,272.0,78.19845,1279:1,731.0,210.15831999999997,476:1,6939.0,7263.0,6615.0,7058.0,42.0,39.0,39.0,45.0,37.0,29.0,34.0,40.0,5607.0,77.5,68116,100516,67.766325759,5928,141233,4.1973193234,20.5,28.767793594,26.032580137,11.272443854,96654,24438,3.955069973,30303,93001,32.583520607,270,7.9315885797,1375.0,411.0096789,984.0,58.600449747,10.1,Yes,14.807228367,12.114741924,2.7447767308,0.9058218399,80.978099198,79.499492931,77.614914292,82.864939273,122498,22.0,78.133485823,75.62262413,81.881136094,77.57629637,3503.0,372.8,441.36282814,257.43276885,402.24161917,268.0,71.177590745,102.84287079,52.700694612,66.473450504,331.0,7.6810618894,11.342846689,6.0270402346,6.7616652696,11.726350921,11.338418935,9.7,623.0,235.4,63930,19.3,39620.526917,12.771133791,86.0,8.4051271275,351.0,15.146278093,36.284475088,7107,7.2629352192,164.73423,607:1,8.5189677989,52164,46745.0,46702.0,60233.0,54.351224596,40.816307347,38.082667182,6.6,278.0,16.6,63767,54.784058008,13765.0,12.250364886,27.868258618,10.597901867,76308,21.93811398,3756,1.0798285384,11336,3.2590352267,3093,0.8892198268,86307,24.812769346,158473,45.560081993,6846,2.229604299,50.214901979,47113,15.186229794
Urban,Bexar,6930.9309807,9500.2378745,6729.6999254,6981.5422799,23.789873851,4.2642365545,3.7898438672,9.0323226575,14.416072387,9.0178296209,7.5146627566,13.661890171,28.0,7.8,20.9,87.019098155,19.017551082,287,952,30.147058824,13724.0,723.2,36.487470513,31.195164749,44.694435999,16.559977734,276390,16.616286955,1405.0,72.84775,1373:1,1626.0,83.01942,1205:1,3177.0,162.20952,616:1,4172.0,5205.0,4901.0,3620.0,36.0,33.0,34.0,38.0,37.0,25.0,36.0,39.0,23565.0,88.3,343666,549819,62.505297198,32313,924590,3.4948463643,22.2,30.269319182,27.376010422,10.057841611,107075,22782,4.6999824423,183426,489127,37.500690005,1111,5.7604164506,10087.0,533.05881535,5476.0,57.895094638,10.4,Yes,18.114021621,13.752655626,4.4576054813,1.033401742,79.250521429,78.267230407,78.976642032,82.636523723,689642,33.7,78.99845658,75.919118772,79.588109563,78.700636158,19820.0,348.2,469.08574486,336.40781964,353.04591909,1029.0,51.806871635,82.042306483,50.310605284,48.676035243,1144.0,6.002634023,8.4523462547,5.9471858998,5.5011050255,13.614554321,11.486369991,9.4,5710.0,371.6,205500,11.1,182902.18257,10.666262098,632.0,10.924784758,1413.0,10.86894316,33.839586955,43779,8.4307604612,85.01066,1176:1,7.5395169047,54163,45533.0,46079.0,70203.0,62.746796899,42.867325585,25.310035476,6.8,1103.0,11.7,368817,58.739203904,86910.0,14.279025063,25.810051987,11.839303821,143242,7.3135713768,24090,1.2299739913,61659,3.1481513629,4342,0.2216914517,1181315,60.314932568,543068,27.727667726,104033,5.9269687246,50.634541999,77835,4.5390847652
Urban,Bowie,9487.6503434,11616.515579,3474.8830455,8774.5250153,19.150347922,3.8867337974,3.7675380917,9.7715289982,14.095013742,5.8096415328,8.1963887198,18.162710565,37.6,5.8,32.3,42.322692162,17.497615544,23,95,24.210526316,587.0,628.6,53.036615852,70.91620476,59.559261465,42.723081989,11463,15.672253972,65.0,69.25208,1444:1,48.0,51.05731,1959:1,92.0,97.85985,1022:1,5157.0,6333.0,957.0,4975.0,37.0,38.0,19.0,38.0,45.0,36.0,32.0,47.0,1183.0,93.3,13015,24682,52.730734949,1789,39326,4.549153232,23.0,57.535142203,17.85046729,14.535762591,92673,18502,5.0088098584,9129,22160,41.195848375,134,14.276582144,482.5,514.29637328,294.0,62.817425639,10.0,No,16.230366492,13.018292683,2.6925953628,1.1967090501,88.555331547,85.204639965,83.202945237,89.853738702,32065,13.6,75.595295892,75.157654739,92.072064081,76.119330454,1510.0,469.1,524.90457327,136.66335041,447.60211464,70.0,78.697666052,128.10061721,,57.378930457,69.0,8.1840825525,12.711864407,,6.7269287366,11.93834507,11.941391344,12.6,273.0,351.8,21460,23.0,8124.466342,8.777039207,24.0,8.5329995982,100.0,15.291361604,35.875444391,1846,8.0260869565,129.77067,771:1,12.674879933,49153,27745.0,29432.0,51955.0,59.309921277,45.993302182,42.188436786,7.5,86.0,18.4,21583,65.065870791,4016.0,12.678368481,23.652299706,16.327702846,23143,24.617070161,964,1.0254010126,1215,1.2923882058,86,0.0914776837,7292,7.7564566226,59868,63.681232183,991,1.1304784285,49.642598817,32791,35.424836601
Urban,Brazoria,6308.2370517,6617.2747427,4888.5917328,7441.157215,16.104875051,3.3118446865,3.2422610627,8.3094643184,12.630452234,7.4814084759,7.5710393149,13.700971199,29.9,7.5,20.7,80.329601553,19.414768046,73,208,35.096153846,1243.0,358.9,31.367955226,20.086352544,42.127615851,29.2997543,45562,14.97060882,225.0,63.52433,1574:1,199.0,54.90306,1821:1,217.0,59.86917,1670:1,5560.0,6947.0,5991.0,5358.0,32.0,36.0,24.0,32.0,40.0,31.0,35.0,41.0,4663.0,93.7,66304,98799,67.109990992,9053,171954,5.2647801156,11.9,16.194297422,16.977338656,8.5411963115,138110,31875,4.3328627451,22261,92121,24.164956959,239,6.7476954785,629.0,182.64601518,905.0,52.271952776,11.4,Yes,14.834236957,10.462298025,4.3062838859,1.0265754155,86.328008175,85.805835833,79.919711617,86.2794281,138553,48.7,79.042911979,78.705172523,83.347912494,77.492571731,3658.0,332.2,332.63959284,252.43747872,387.34095641,170.0,45.365633665,69.464307604,41.437240139,44.057926596,146.0,4.3193988344,6.7482075074,3.87934447,4.0022081148,9.8877730718,9.8473319619,10.6,708.0,254.0,48970,14.5,21468.019482,6.8551565245,103.0,9.6898860168,315.0,13.257174025,31.230479062,8546,8.6618961708,50.48875,1981:1,8.5231884842,80840,73200.0,63715.0,80549.0,45.08578796,37.88152705,36.628535078,4.0,191.0,11.0,84216,71.925389451,10890.0,9.6084278883,26.715444867,11.466187713,48868,13.482426881,3036,0.8376166,24689,6.8115666134,345,0.0951837045,111057,30.640048337,171417,47.293058211,12735,3.9636347791,49.430966984,70552,22.52862699
Urban,Brazos,5156.130895,9930.5685672,4775.2925443,4702.3953341,16.495215435,3.8449898601,3.7058896744,7.409552899,14.937424304,6.7875481386,5.9484100511,15.187129583,29.0,5.7,19.5,89.354943008,20.058987923,24,99,24.242424242,1433.0,666.4,19.139428347,44.829053766,38.315964121,7.1344211719,30850,16.478292454,189.0,85.74655999999999,1166:1,113.0,50.7113,1972:1,186.0,83.4717,1198:1,4826.0,8309.0,5576.0,4167.0,46.0,42.0,39.0,48.0,51.0,38.0,43.0,53.0,1953.0,83.3,38670,56292,68.695374121,3476,113424,3.0646071378,20.5,47.369262754,29.997562165,8.3567454415,99466,16307,6.0995891335,14889,43885,33.927310015,173,7.848759397,674.0,317.12946081,399.0,37.268821222,10.1,Yes,27.836447333,25.22894093,3.7029515299,0.839425941,77.710557533,76.906403941,72.945948117,82.406488431,78612,11.0,81.083227071,75.315652516,82.473422092,81.585310958,1395.0,275.2,537.93801177,250.49494081,251.55928462,83.0,46.546841264,92.187139894,32.989938069,44.458973521,84.0,4.3582027602,9.8823529412,3.0968468468,3.9176180882,11.994144731,12.181252151,7.6,352.0,192.5,44640,21.3,24227.067722,12.433637868,36.0,5.4687642416,153.0,10.415978792,33.689383291,4257,9.0845070423,53.40394,1873:1,1.7134200491,46083,32027.0,37026.0,52780.0,57.438870011,37.453305201,30.001197494,2.7,79.0,7.4,35247,45.491739804,17946.0,24.067592034,20.725665305,8.8502445811,23229,10.424538886,1502,0.6740564556,14075,6.3164744424,242,0.1086029709,57379,25.750123412,124468,55.857828838,9673,4.8158879994,49.389669255,23506,12.063576784
Urban,Burleson,8574.7755876,13436.707718,3866.8603881,9718.4737224,15.921248864,3.4268945921,3.4857708729,8.9752650177,16.836734694,5.8823529412,8.5380116959,14.299592884,30.6,7.4,27.6,41.257927503,17.967162686,9,27,33.333333333,78.0,446.7,40.533037202,45.37521815,52.941176471,32.6469111,2713,19.1325811,8.0,45.045049999999996,2220:1,1.0,5.55216,18011:1,2.0,11.10433,9006:1,5215.0,7753.0,1946.0,4944.0,41.0,51.0,20.0,42.0,38.0,34.0,41.0,39.0,190.0,92.3,1511,3947,38.282239676,329,7987,4.1191936897,25.4,50.583657588,22.852376981,21.94752775,96842,21293,4.54806744,1294,3967,32.619107638,26,14.63963964,29.0,173.87133521,78.0,88.987256569,9.8,Yes,13.75,8.2255230794,4.921875,1.796875,81.638380329,,71.188630491,81.25376733,6109,45.3,76.569165935,72.79286352,80.389631847,75.979922591,296.0,426.4,652.31927595,308.57631801,438.96755397,10.0,62.893081761,,,,,,,,,10.528030043,10.757564745,11.3,25.0,170.3,2810,16.1,701.76629568,4.0831226839,,,34.0,27.824379066,30.435810851,532,12.712066906,33.312979999999996,3002:1,,47409,29250.0,54531.0,57665.0,63.578869048,18.870281856,15.081349891,,16.0,18.3,5126,78.08073115,502.0,8.3278035833,22.347454333,20.204319582,2210,12.270279274,195,1.0826717006,69,0.3830992171,7,0.038865138,3716,20.6318361,11701,64.9658542,487,2.940821256,50.524679363,13175,76.65677547
Urban,Caldwell,7908.2017015,12752.102574,7400.20398,7980.7057635,22.713488583,4.0518797748,3.6925000111,9.223437062,16.842105263,8.3184257603,9.9337748344,16.217376313,29.1,7.7,27.3,58.839909631,17.79834222,11,51,21.568627451,434.0,1071.0,39.842504922,,53.040103493,25.589419206,7105,20.94696188,12.0,29.153810000000004,3430:1,13.0,30.70528,3257:1,29.0,68.49639,1460:1,5915.0,9867.0,6389.0,5674.0,33.0,33.0,26.0,36.0,44.0,33.0,43.0,45.0,511.0,90.2,4369,10414,41.953140004,712,18406,3.868303814,21.3,47.325102881,25.316050568,11.89292543,97517,22599,4.3151024382,3175,9406,33.755049968,40,9.717936882,88.5,219.3145491,148.0,72.883784835,10.1,No,15.742971888,10.06090134,5.5020080321,1.2048192771,78.982730857,,80.276008493,79.673361289,14224,51.2,78.014828371,73.89815447,79.452353751,77.636385547,549.0,403.5,561.33610944,369.57164992,412.13850557,16.0,40.86636698,,,,,,,,,12.852381823,11.825391156,10.4,79.0,234.5,5060,12.7,2948.5402776,7.7458631786,13.0,10.482095774,60.0,21.410296211,33.693287861,1131,11.100206105,44.87694,2228:1,12.51874063,51895,29198.0,44921.0,62380.0,69.477751132,43.299463101,19.287901352,5.0,27.0,13.3,8672,67.256088103,1445.0,11.61855753,23.669044357,14.048845009,2437,5.7560583873,675,1.594312438,445,1.0510652369,43,0.1015636072,22128,52.265104634,16823,39.734989844,1987,5.2187844723,49.659880013,16099,42.292334367
