,Member,,FIPS,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured,% Uninsured,# Primary Care Physicians,PCP Rate,# Dentists,Dentist Rate,# Mental Health Providers,MHP Rate,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
Tosh,,Firearm Fatalities Rate,-0.077855248,0.603889714,0.322726579,0.188963932,0.667772416,-0.208903685,-0.071022612,0.070136054,-0.019231576,0.090424641,-0.119070534,0.104063021,0.109251466,0.123145435,-0.142445161,0.370180301,-0.454321087,-0.145596463,-0.22056914,-0.2356518,-0.281854132,-0.232078574,-0.008488378,0.004325989,0.338484116,0.006372899,0.33668065,-0.25104914,-0.022978477,-0.279174111,-0.294540197,-0.219338851,-0.253119015,-0.23707139,-0.204700357,0.055748422,0.000248965,0.095515311,0.186639733,-0.150405004,-0.096918628,-0.188073367,-0.109533597,-0.162638162,-0.092893133,-0.185483519,-0.202909238,-0.292062369,0.246499831,-0.271215674,-0.259616268,-0.236824593,-0.250879198,-0.267974469,0.121563448,0.111581705,0.321334796,0.073031217,0.173174475,-0.232805612,-0.214769708,-0.014932436,-0.246629341,-0.274577432,0.057121962,-0.269682178,0.372594641,-0.166180544,-0.066446327,-0.22624895,0.720598013,-0.11535355,-0.430131452,-0.396063708,-0.346762903,0.233253336,-0.022723556,0.06382837,-0.193431753,-0.144603033,-0.265818702,0.208391868,-0.506643682,-0.426983099,0.108414375,-0.541853338,-0.236279738,0.513016576,0.344895331,0.120311688,0.561690364,-0.227762889,0.512600419,0.419204801,0.356484878,0.417925551,-0.188362021,0.572235426,0.54925327,0.728060733,0.637850404,-0.128844953,-0.010733066,0.459598734,-0.156135226,-0.129224631,-0.229423426,0.27291675,-0.322542633,-0.146506719,-0.213696723,0.310465517,-0.247900441,0.540926176,-0.19450221,-0.2528252,0.271729968,-0.200308052,0.321452177,-0.216219309,-0.351714176,-0.01937126,-0.349039112,-0.016232056,-0.324386204,-0.056528563,0.623693139,-0.186837357,1,-0.281377983,0.433690423,-0.243881547,-0.398429445,-0.44978699,0.523846583,-0.1538915,0.054372438,-0.231402094,0.235408718,-0.228919735,-0.349573809,-0.221652876,-0.067078738,-0.28797608,-0.36193258,-0.275457001,0.412169125,-0.239101324,-0.433786569,-0.112620442,-0.240287058,0.62290916
Kip,,Infant Mortality Rate (White),0.172520841,0.600307015,0.406700124,0.048030568,0.610114528,0.440350127,0.441018162,0.520601171,0.161912684,-0.123998351,-0.236742387,0.245339105,0.585301167,0.471671264,-0.320449999,0.614773645,-0.552272572,-0.418405078,-0.146689687,-0.143210317,-0.18876397,-0.170116237,0.181679002,0.625975486,0.525124788,0.577357882,0.722757735,-0.147215867,0.432671173,-0.24457011,0.002639911,-0.183774865,0.195862955,-0.221634115,0.051469291,0.205161658,-0.04907094,-0.289333163,0.268658789,0.075079228,0.267337852,0.104682074,0.039767674,-0.16766063,-0.154978475,-0.397258682,-0.15970793,-0.199965596,0.012468977,-0.245341729,-0.204814508,-0.635928702,-0.176709333,-0.2271301,0.231152313,0.460991274,0.449889966,0.354147882,0.627758686,-0.522899132,-0.415841667,0.007101665,-0.137135156,-0.184789134,0.408481742,-0.206291183,0.499193795,-0.110036759,0.147297872,-0.164199503,0.468164322,-0.23388503,-0.16705287,-0.244962108,0.042387596,0.25107635,0.282724457,0.036482199,0.576318259,0.435165657,-0.213019251,-0.369342054,-0.598758843,-0.381596314,0.18836857,-0.613231292,-0.141347424,0.59725532,0.364282693,-0.071399435,0.618285596,-0.124589769,0.760024458,0.580583133,0.538456815,0.829791747,-0.105997269,0.847738433,0.706049602,0.649183005,1,0.413902529,0.473772467,0.5796218,-0.143656026,-0.024754238,-0.184071063,0.267474929,-0.128310835,0.271688461,-0.182867959,0.044371905,-0.138129382,0.455565148,0.494783276,-0.151941536,0.353669203,0.36892506,0.419740287,-0.490995196,-0.452695628,-0.404672353,-0.501861147,0.450909391,0.113658654,0.197702328,0.40940695,-0.130827186,0.637850404,-0.214893624,0.056787144,-0.197202911,-0.17624263,0.169291314,0.54086823,-0.145364335,0.223424417,-0.174198381,0.335336654,-0.301435608,-0.447357944,-0.069210408,0.24397654,-0.129759859,-0.077497948,-0.281250008,0.095702119,-0.118632617,0.027462025,-0.227392679,-0.142059402,0.215991169
Kip,,Child Mortality Rate (White),0.000581318,0.597946306,0.23625851,0.05044936,0.598830384,0.126246549,0.26758546,0.355495607,0.016777156,0.090936644,-0.23600246,0.255279004,0.497158981,0.316590567,-0.353847651,0.448183511,-0.518815971,-0.153108124,-0.209836546,-0.219792232,-0.17219507,-0.25005128,0.048917685,0.444870422,0.377184273,0.346085569,0.671917105,-0.241709778,0.225991961,-0.327854895,-0.38284995,-0.251386984,-0.215114412,-0.279069723,-0.225078872,0.304058856,-0.006997352,-0.194470077,0.41626168,-0.168301653,0.194553941,-0.134087065,-0.219750674,-0.410850084,-0.121860865,-0.506794332,-0.435561525,-0.314400451,0.013890809,-0.31806635,-0.2828988,-0.545601279,-0.269089584,-0.30301453,0.149966098,0.230988118,0.371434731,0.185691385,0.562423565,-0.453084751,-0.366218436,-0.020196572,-0.236340947,-0.285400061,0.168059581,-0.280005345,0.416060091,-0.17821963,0.037082396,-0.241475188,0.475808633,-0.147213962,-0.195190248,-0.201112281,-0.136964103,0.130562093,0.105378215,-0.014866504,-0.013797994,0.066092046,-0.29479796,-0.086206768,-0.626346675,-0.300613832,0.339255506,-0.628577594,-0.233959206,0.594371279,0.249157503,-0.094497762,0.603934606,-0.213645478,0.836777031,0.340074856,0.466801369,1,-0.209676872,0.700308213,0.704323588,0.531827161,0.829791747,0.212046858,0.336124233,0.424100275,-0.173848897,0.076521162,-0.24686568,0.360520318,-0.264795227,0.149213865,-0.252289756,0.110532797,-0.228497972,0.575541006,0.166240996,-0.243737394,0.382890222,-0.028347714,0.27241822,-0.412344927,-0.299138867,-0.319024172,-0.508970712,0.226603544,0.062005245,0.04416023,0.166855062,-0.211912636,0.417925551,-0.311177499,0.141744989,-0.263693468,-0.202156457,-0.153772336,0.324855707,-0.178288208,0.174860241,-0.24589847,0.338623198,-0.337114272,-0.470935612,-0.176859279,0.2963292,-0.260936231,-0.261836516,-0.334400561,0.28974066,-0.221191205,-0.228566486,-0.216388056,-0.091573193,0.415643678
Kip,,Child Mortality Rate (Hispanic),0.26214034,0.588442205,0.464775627,0.473486379,0.536553697,0.174940306,0.203600691,0.183106249,0.146208671,0.273018681,0.009791725,0.425038463,0.351353675,0.158603519,0.00396688,0.449035714,-0.340027735,-0.1955717,-0.134862717,-0.145255801,-0.074889119,-0.172115095,-0.039792213,0.504706043,0.604199265,0.490711182,0.494103023,-0.162525984,0.383869236,-0.254808752,-0.169692202,-0.18616062,-0.028138642,-0.183320302,0.030851476,0.165299542,0.048644795,0.227103191,0.142775258,-0.193497805,-0.019714278,-0.166955379,-0.191104264,-0.281199109,-0.169812148,-0.262907134,-0.320360624,-0.2551354,-0.075462333,-0.253496494,-0.213696169,-0.554995078,-0.202555011,-0.23451322,0.078835414,0.295637908,0.408586793,0.208887418,0.280739283,-0.320361244,-0.340200487,0.12099244,-0.159767188,-0.216478915,0.198646122,-0.21529032,0.444818376,-0.096032734,0.231067564,-0.163100356,0.627121234,-0.419736787,-0.041212882,-0.130295251,0.043737216,0.359892086,0.077920964,0.130546119,0.120042404,0.191694949,-0.228849966,-0.133906628,-0.594983405,-0.486584714,-0.118813383,-0.539272622,-0.167707834,0.552419077,0.555582815,0.330300706,0.518596943,-0.149987641,0.72835603,0.427732627,1,0.466801369,-0.123935092,0.603525372,0.537085207,0.816547737,0.538456815,0.205423781,0.240812231,0.246069873,-0.114348456,-0.061390021,-0.194483107,0.059882619,-0.194449678,-0.117889978,-0.133522004,0.334012854,-0.153736657,0.62304192,-0.025414691,-0.168299242,0.526805122,0.253584412,0.410932045,-0.323591977,-0.31424642,-0.194683804,-0.384095754,0.263273898,0.23541549,0.083353582,0.236497673,-0.156180352,0.356484878,-0.247997702,0.113218931,-0.186977272,-0.070425698,0.013527924,0.417972619,-0.146366956,-0.110776719,-0.17374634,0.234879445,-0.291897415,-0.450772417,-0.15379995,0.035385496,-0.161175915,0.002854426,-0.299147847,0.155214749,-0.13908241,-0.087786004,-0.269352732,-0.250558098,0.383589092
Kip,,Homicide Rate,0.004115434,0.565984459,0.487801186,0.279901352,0.47840725,0.116041203,0.180904811,0.221886646,0.409341135,0.2785087,0.120379357,0.214605426,0.211868759,0.328439218,-0.174542534,0.39779261,-0.337470777,-0.292429161,0.083206349,0.073729002,-0.155494189,0.070038957,0.117249655,0.384035232,0.488277604,0.301551287,0.413520336,0.058210413,0.141886851,0.0075781,-0.299164607,0.067398204,-0.180336911,0.049844066,-0.125646066,0.145668827,0.086137054,0.049591557,0.144590504,-0.297607452,-0.126535269,-0.176094743,-0.262182073,-0.298911962,-0.178887256,-0.278048091,-0.259519448,0.001621882,-0.096330381,0.000539957,0.030679649,-0.413759428,0.046166635,0.015014968,0.281854794,0.393782947,0.326156282,0.120062507,0.258070059,-0.341766688,-0.36515397,0.159614875,0.072450123,0.024058613,0.339188528,0.023627325,0.223850324,0.13215193,0.402679139,0.072071471,0.511351347,-0.107920987,-0.099816492,-0.158413947,-0.057948115,0.210064222,0.143842522,0.090761549,0.015827428,0.327228489,0.020305275,0.035953428,-0.499554254,-0.505870413,-0.080563661,-0.439398622,0.069790956,0.535751118,0.488320507,0.214417934,0.469016652,0.101943103,0.333276068,0.207341268,0.236497673,0.166855062,0.215566251,0.456681644,0.576897332,0.520478256,0.40940695,0.145294882,0.177571862,0.397262619,0.13340669,0.140201703,0.05920359,0.250212353,0.007385344,-0.067511164,0.173565325,0.242400764,0.064634961,0.485244045,0.209810858,0.051398865,0.124686011,0.073528842,0.378930304,-0.374261253,-0.269606772,-0.065028337,-0.304797686,0.328088221,-0.132843681,0.13389662,1,0.099175151,0.623693139,0.000641571,0.120713067,0.053930551,-0.13088695,-0.129423313,0.299928034,0.131990005,0.324356104,0.059094708,0.179900414,0.001816913,-0.209862502,0.037101502,-0.090913471,0.037147424,-0.05135734,-0.05948877,-0.027219658,0.066286621,-0.122736308,-0.106769879,-0.289908012,0.32239169
Kip,1,Teen Birth Rate (White),0.059766226,0.562089509,0.372275912,0.342149846,0.654745176,0.205434555,0.268506651,0.236451033,0.173203823,0.001227403,0.090612831,0.285702472,0.387951542,0.261392854,-0.084033449,0.357541969,-0.233755125,-0.171521278,-0.262634737,-0.279358799,-0.172805683,-0.284435992,-0.087139079,0.7240582,0.527255116,0.452962773,1,-0.271462578,0.244506948,-0.336188406,-0.243352895,-0.286256317,-0.298443492,-0.310626075,-0.318810683,0.244450822,0.079958705,0.117558849,0.265421158,-0.447451004,-0.085649394,-0.198102158,-0.472536146,-0.350296344,-0.188180518,-0.338559365,-0.403791664,-0.330456812,0.023482187,-0.320677979,-0.300025808,-0.559558667,-0.282270939,-0.315895821,0.297766016,0.374520496,0.310252809,0.035111176,0.401593819,-0.456028223,-0.353263916,-0.026971372,-0.269104121,-0.302763873,0.111751041,-0.319532634,0.280973716,-0.213888124,0.095196923,-0.277893438,0.466988865,-0.35689254,-0.278868063,-0.384876001,-0.028521232,0.158987229,0.019299337,0.024770739,-0.024943927,0.221702722,-0.311322181,-0.223202691,-0.605988966,-0.403625252,-0.031218462,-0.741462469,-0.276531509,0.603345607,0.388418425,0.318591252,0.718786352,-0.274696913,0.418143479,0.476696108,0.494103023,0.671917105,-0.274574108,0.51996741,0.58092258,0.696708658,0.722757735,0.231469711,0.234989553,0.206422392,-0.216346633,-0.011789155,-0.283459327,0.102096781,-0.305792836,0.005511078,-0.331464489,0.438734936,-0.278436292,0.482032619,0.134847592,-0.275921725,0.167660464,-0.026188552,0.474429052,-0.481073258,-0.439184213,-0.132325964,-0.448027763,0.368411123,-0.012950891,-0.000245908,0.413520336,-0.262846865,0.33668065,-0.32415443,0.191054853,-0.291174942,-0.30222823,0.03984699,0.143050313,-0.224287853,0.00344718,-0.277899098,0.34235197,-0.30207769,-0.352050726,-0.24956852,0.011125212,-0.275118126,0.008609962,-0.353003584,0.026047382,-0.235133135,0.013757497,-0.241824338,-0.348799369,0.110886351
Kip,,Child Mortality Rate,0.115350954,0.559888711,0.366808353,0.202274752,0.52079356,-0.104270142,0.003234286,0.141066813,0.009019635,0.103838033,-0.1260986,0.169192014,0.198416475,0.103991853,-0.230482275,0.332310705,-0.3147381,-0.065722442,-0.119392002,-0.12450996,-0.193349335,-0.13050916,-0.141328819,0.158997653,0.400689414,0.156092244,0.418143479,-0.132309403,0.073220322,-0.167509644,-0.184246721,-0.127178743,-0.190170025,-0.131731519,-0.13662237,0.232742052,-0.070113096,0.083818934,0.256915109,-0.13377265,0.004498953,-0.231474311,-0.123509848,-0.161969637,-0.058219244,-0.202195717,-0.197549874,-0.184619609,0.051159191,-0.166246076,-0.149997932,-0.23631377,-0.144877788,-0.160681917,0.050789289,0.16719905,0.288755223,0.200123995,0.278209227,-0.307948409,-0.266027778,-0.009187206,-0.128236956,-0.157782786,0.088483839,-0.14779021,0.485883397,-0.082501262,-0.060090523,-0.12620511,0.570586111,-0.235618322,-0.259734086,-0.261308757,-0.182966829,0.189512629,0.20041479,-0.057452079,-0.057826477,0.089025378,-0.157479285,-0.120626409,-0.52928911,-0.31946717,0.081850596,-0.515189943,-0.128514136,0.472732387,0.315642265,0.088685829,0.462975458,-0.107134271,1,0.476633202,0.72835603,0.836777031,-0.085996851,0.831786201,0.745019222,0.706826303,0.760024458,-0.034781477,0.084283814,0.26562645,-0.07585517,-0.060384574,-0.124724082,0.314988523,-0.16493485,-0.075766165,-0.104414258,0.264482791,-0.129341957,0.573337397,-0.032693991,-0.136140721,0.246221181,-0.079364279,0.163105757,-0.294204534,-0.404467643,-0.190587911,-0.417908714,0.07188789,0.030856243,0.047315249,0.333276068,-0.098089035,0.512600419,-0.171484845,0.124990616,-0.133494825,-0.146661356,-0.242771959,0.336013164,-0.075155692,0.10299579,-0.133460886,0.126994324,-0.160090853,-0.26553464,-0.116470052,-0.081147869,-0.15627861,-0.276818201,-0.179552595,0.300991995,-0.119547635,-0.251747439,-0.152245066,-0.213706993,0.419237287
Shane,,MV Mortality Rate,0.031834437,0.558654565,0.578323147,0.380606261,0.611500628,-0.0877105,0.007902128,0.107943817,-0.183392444,0.224089022,-0.122002768,0.089735692,0.06391378,0.064263792,-0.061743032,0.320488029,-0.194655445,-0.205664301,-0.302415633,-0.331486478,-0.081207105,-0.324903481,-0.285940808,0.213036721,0.356257146,0.276961581,0.482032619,-0.320879098,0.221802685,-0.369174825,-0.19520408,-0.321734914,-0.346003283,-0.352482226,-0.460475301,0.092264383,-0.083613402,0.041027985,0.236376338,-0.315050564,-0.214505845,-0.092275244,-0.304259531,-0.398417253,-0.05993103,-0.355925163,-0.392507285,-0.40364745,0.170339044,-0.356815244,-0.343735476,-0.328601721,-0.33219322,-0.354284923,0.004177148,0.141074712,0.337006383,0.15025101,0.171715271,-0.326490797,-0.254152409,-0.032824389,-0.324228176,-0.353109099,-0.103640023,-0.375276948,0.550659256,-0.252482971,-0.156766876,-0.328976356,0.788037132,-0.379248597,-0.431961407,-0.459642745,-0.181713478,0.029050087,0.004535813,0.021537986,-0.166265704,0.16077122,-0.354269578,-0.029229521,-0.51702438,-0.497917409,0.018499602,-0.580188716,-0.343011094,0.51681466,0.568155821,0.308961914,0.538324708,-0.372826863,0.573337397,0.648135635,0.62304192,0.575541006,-0.351535205,0.457859893,0.67373079,0.515525505,0.455565148,-0.030314943,0.071997919,0.338093262,-0.259673166,-0.1877303,-0.329827517,0.111965034,-0.383661886,-0.044638461,-0.38821519,0.387041506,-0.337482353,1,-0.253617529,-0.324601493,0.460894319,-0.219372688,0.449709383,-0.307988538,-0.426263764,-0.135877093,-0.419807825,0.101912065,-0.198956577,-0.127672946,0.485244045,-0.350232526,0.540926176,-0.374557157,0.421920691,-0.328104589,-0.383238966,-0.107664518,0.430487542,-0.259246048,-0.107142218,-0.324917509,0.37192725,-0.31005489,-0.406846317,-0.33607279,-0.195271832,-0.330234807,-0.165198224,-0.395109071,0.256012856,-0.280265678,-0.129857273,-0.040967815,-0.429660718,0.556903517
Shane,,YPLL Rate (Hispanic),0.053724715,0.550890758,0.247851758,1,0.374773454,0.440023567,0.425614218,0.195885303,0.299815644,0.259530552,0.382273264,0.321279052,0.230263836,0.043667507,0.12105015,0.064449236,-0.170373134,-0.283727412,-0.194387016,-0.213304707,-0.15062839,-0.184652288,0.101467514,0.489237055,0.346490899,0.464896463,0.342149846,-0.189249073,0.213201777,-0.238900096,-0.225425456,-0.198740162,-0.294766247,-0.194115475,-0.230421733,0.280599837,0.284413634,0.276780742,0.201401085,-0.424799383,-0.263949313,-0.228275254,-0.358356787,-0.504908879,-0.357092325,-0.351131615,-0.490346195,-0.230102091,0.004060418,-0.235026449,-0.215899825,-0.437985468,-0.207315016,-0.229766438,0.190651822,0.491510798,0.306440304,-0.062052933,0.288223415,-0.391234383,-0.436531263,0.264661252,-0.181850864,-0.218443778,0.329301209,-0.248752714,0.301227682,-0.133659238,0.170813839,-0.202635789,0.323518787,-0.506538898,-0.066121644,-0.290840623,0.153009783,0.288141213,-0.037921222,-0.06102822,0.072567852,0.093614407,-0.228284086,-0.266932578,-0.477046535,-0.22632369,-0.630306386,-0.310891024,-0.208965008,0.515187053,0.385104376,0.929788748,0.404912529,-0.182535976,0.202274752,0.320883215,0.473486379,0.05044936,-0.146039253,0.109059536,0.178345032,0.493950005,0.048030568,0.41464015,0.265572949,-0.027466665,-0.146302685,-0.022065821,-0.224500761,-0.303554892,-0.184736607,0.242765233,-0.158714187,0.198490974,-0.215679901,0.380606261,0.143681177,-0.197358205,0.131096248,-0.110956132,0.407093641,-0.483668102,-0.27794918,-0.293307142,-0.359262762,0.374454026,-0.1282646,-0.34937235,0.279901352,-0.174158909,0.188963932,-0.246587444,0.027512858,-0.201648215,-0.167683856,0.0412962,0.062946764,-0.186554191,-0.281285186,-0.199226418,0.227763661,-0.233576332,-0.32536527,-0.210814429,-0.187317387,-0.147718187,0.426679183,-0.306634143,-0.328908142,-0.15463716,0.019749212,-0.354433748,-0.453071545,0.113811969
Shane,,Child Mortality Rate (Black),0.026465828,0.527546929,0.760844963,0.320883215,0.413654848,0.117688984,0.254506397,0.349026065,0.130316448,0.126756696,-0.090415864,0.295892514,0.276798417,0.296490641,-0.238395763,0.53941369,-0.476125128,-0.25223072,-0.170176061,-0.188318654,-0.292176901,-0.196044005,-0.213537035,0.409919674,0.305481183,0.096037691,0.476696108,-0.166499999,0.245230932,-0.276911394,-0.579404194,-0.208017126,-0.336989377,-0.234798021,-0.388656033,0.187502012,-0.003196432,-0.474661368,0.213448265,-0.116834339,-0.121762463,-0.179659539,-0.161953524,-0.189120013,-0.163199796,-0.408214622,-0.203518872,-0.252953696,0.19603794,-0.262258359,-0.22476437,-0.487206781,-0.193401939,-0.243007749,0.429994527,0.332075375,0.532886272,0.026081938,0.477691045,-0.382315797,-0.413208181,0.243052244,-0.168483013,-0.22266383,0.187570107,-0.238950563,0.514271676,-0.116082242,-0.027541511,-0.191370298,0.543732853,-0.206184349,-0.251009352,-0.275174609,-0.254342747,0.640509907,0.330272588,-0.01747787,-0.034153808,0.198079559,-0.237854902,-0.068376376,-0.49474194,-0.63628941,-0.121795243,-0.401858415,-0.188480431,0.476130908,0.575172318,0.228367591,0.39139839,-0.171651563,0.476633202,1,0.427732627,0.340074856,-0.165100722,0.278988236,0.87270984,0.323249905,0.580583133,0.213703709,0.309784254,0.3894829,-0.11746169,-0.155038298,-0.20431966,0.199779667,-0.202960156,0.201677906,-0.167973787,0.185061964,-0.186707784,0.648135635,-0.029869977,-0.179595638,0.200369349,-0.189512177,0.435320725,-0.407330207,-0.521912747,-0.284520126,-0.451213045,0.193734482,0.505875924,0.343907249,0.207341268,-0.175575775,0.419204801,-0.255339614,0.343724531,-0.195732183,-0.180745073,-0.240776082,0.584744776,-0.15304699,-0.100528863,-0.204850249,-0.176384929,-0.283997081,-0.513800395,-0.217457639,-0.097459112,-0.160794151,-0.177241317,-0.327183757,0.367181786,-0.125782389,-0.2795409,0.099852461,-0.252253832,0.646179493
Shane,,Drug Overdose Mortality Rate,0.247846938,0.508537158,0.35067028,0.198490974,0.514772743,-0.079946121,0.05899915,0.16336106,-0.010519993,0.167420926,0.04278091,0.100533683,0.143129912,0.008284142,-0.080100497,0.242941323,-0.088818024,-0.153525174,-0.09627279,-0.098874491,-0.363670181,-0.10570034,-0.221888215,0.257290872,0.237873561,0.164724551,0.438734936,-0.119633629,0.119729522,-0.115558351,-0.045983646,-0.089379599,-0.145705153,-0.081252005,-0.14263863,0.034205092,0.365301136,-0.015988867,0.155774101,-0.14207066,-0.134676896,0.070339879,-0.228007796,-0.103141816,-0.063361459,-0.134190983,-0.18782849,-0.164354819,0.258431383,-0.127555038,-0.119336405,-0.335350844,-0.124828913,-0.123236761,0.086615882,0.174226568,0.285144771,0.154241016,0.429020864,-0.187530923,-0.205006175,0.041623659,-0.111810177,-0.139618577,0.132697606,-0.111815885,0.336314554,-0.052963159,0.028265638,-0.076758106,0.613387508,-0.279953532,-0.284970164,-0.282266751,-0.189975202,0.085053027,-0.032480027,-0.273742324,-0.02587269,0.032802034,-0.122711441,-0.058895685,-0.427958472,-0.405757665,0.098969364,-0.463508745,-0.091226629,0.481173024,0.336475012,0.180647713,0.477655013,-0.063851046,0.264482791,0.185061964,0.334012854,0.110532797,0.00323882,0.232992775,0.159848905,0.377449788,0.044371905,0.005999897,0.091547607,0.410162505,-0.036987116,-0.035542115,-0.103934482,0.112498685,-0.188126195,-0.029350597,-0.031269403,1,-0.108893253,0.387041506,-0.21863762,-0.12680871,0.281023273,-0.152144318,0.354785764,-0.253470027,-0.308410717,-0.211905966,-0.317797417,0.0911426,0.059205677,-0.018463815,0.242400764,-0.069368035,0.310465517,-0.137339746,0.256148427,-0.099336626,-0.240059257,-0.355149078,0.466414136,-0.069368676,-0.185625926,-0.094758124,-0.003493495,-0.130811037,-0.244970499,-0.127603563,-0.122508018,-0.142693273,-0.211100781,-0.123325501,0.327148572,-0.121402007,-0.212528926,-0.068241842,-0.248170115,0.279854763
,2,% Diabetic,0.015292347,0.499831374,0.448696657,-0.027466665,0.384340212,-0.199951265,-0.004429371,0.303372148,0.046814331,0.079452136,-0.078064021,0.032619536,0.074126318,0.259818475,-0.301446113,0.547631703,-0.232952469,-0.443511736,-0.193504407,-0.20430383,-0.006521153,-0.195063778,-0.043700457,-0.142220772,0.234008352,-0.108754336,0.206422392,-0.18741934,0.067539347,-0.231192669,-0.09706165,-0.201826949,-0.120718433,-0.239649816,-0.11623321,-0.050458532,-0.117008641,-0.111031984,0.048609502,0.100212339,-0.085733896,0.108893536,0.136394392,-0.000861807,0.019979527,-0.006924658,0.059131217,-0.224341454,0.216220812,-0.225843802,-0.211805915,-0.022628254,-0.184139309,-0.21856766,0.131890375,0.211400908,0.290533383,0.207370171,0.144433951,-0.322767392,-0.28743632,0.040603443,-0.185377872,-0.209257353,0.099436545,-0.216653662,0.269604603,-0.141359832,-0.068029496,-0.186770779,0.44654442,0.136855302,-0.250766568,-0.103213902,-0.342588183,-0.006005044,0.015708566,0.040556828,-0.083118339,0.095892348,-0.212729735,0.137380611,-0.29216373,-0.417395917,0.309264635,-0.311020776,-0.179496682,0.391392023,0.433997599,-0.098234608,0.346302123,-0.211520823,0.26562645,0.3894829,0.246069873,0.424100275,-0.198660047,0.454268694,0.595714144,0.30865916,0.5796218,-0.065149999,0.175015496,1,-0.151419286,-0.102648072,-0.185104212,0.493189378,-0.211118017,-0.018056312,-0.238261135,0.410162505,-0.200325934,0.338093262,-0.237345434,-0.193669631,0.156456229,-0.036210447,0.113818145,-0.320766953,-0.471715578,-0.171646114,-0.438929228,0.085784272,-0.086758006,0.159230897,0.397262619,-0.212202982,0.459598734,-0.213505411,0.318696515,-0.200172256,-0.105931704,-0.477944447,0.72304067,-0.134775133,0.232724432,-0.200533365,0.031944083,-0.196899932,-0.283194794,-0.195275223,-0.135205229,-0.202258388,-0.482773605,-0.233292513,0.473965602,-0.172840317,-0.384588922,0.313473297,-0.094011258,0.490206389
