,FIPS,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured,% Uninsured,# Primary Care Physicians,PCP Rate,# Dentists,Dentist Rate,# Mental Health Providers,MHP Rate,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
Injury Death Rate,-0.030319905,0.680650828,0.546226332,0.298694854,0.69919167,-0.162473958,-0.051867248,0.077200685,-0.106830845,0.217969543,-0.181277378,0.145996278,0.054917347,0.013490023,-0.177056593,0.40779108,-0.23114644,-0.138410016,-0.364026604,-0.389645204,-0.105090919,-0.475467303,-0.214244169,0.049493662,0.43317559,0.125783606,0.46118568,-0.508988811,0.153980802,-0.465859544,-0.218380326,-0.490286416,-0.26733199,-0.521786765,-0.312910065,0.064733119,-0.131222659,-0.07352277,0.196563028,-0.149295177,-0.215565226,-0.164662479,-0.164293342,-0.206991007,-0.121952184,-0.218767699,-0.212044032,-0.5272721,0.324695554,-0.509692079,-0.526106683,-0.17315563,-0.497569429,-0.498805467,0.036372398,0.121435246,0.345464071,0.083504731,0.270292962,-0.222354407,-0.144189085,-0.046467026,-0.528147966,-0.525719932,-0.050924862,-0.412567955,0.505933721,-0.442540905,-0.083068144,-0.355711533,1,-0.266866749,-0.353689714,-0.310561927,-0.295412755,0.147424427,-0.030034658,-0.021073605,-0.13934622,0.098913965,-0.494281671,0.048809528,-0.585625766,-0.55257885,-0.006987715,-0.637620503,-0.402297569,0.595182679,0.553332162,0.243111727,0.636609942,-0.513707098,0.514412261,0.546187683,0.646020408,0.492188167,-0.493791443,0.545897141,0.484415584,0.644334975,0.465175953,-0.072817812,0.036293542,0.44184102,-0.404660808,-0.100652698,-0.421841869,0.269394301,-0.504751713,-0.108106096,-0.59881361,0.61385507,-0.418529883,0.774410345,-0.316744874,-0.501741302,0.403065675,-0.189159791,0.329574773,-0.191780408,-0.57469393,-0.176934722,-0.424393591,-0.003913628,-0.154428432,-0.050781461,0.515418051,-0.488142798,0.738026593,-0.448568897,0.447890341,-0.464667317,-0.245543138,-0.352594482,0.579875971,-0.335876792,-0.030665511,-0.450527409,0.308800794,-0.500999353,-0.336285753,-0.478058987,-0.2506251,-0.652387118,-0.35825756,-0.310650519,0.454971865,-0.606559915,-0.324494246,0.000157713,-0.308487877,0.55081101
Teen Birth Rate (White),0.070124413,0.544251822,0.354467777,0.31240341,0.65106658,0.269703121,0.268726675,0.225588244,0.169910692,0.042604069,0.051845754,0.282657746,0.387018006,0.236243857,-0.165199325,0.299092878,-0.216994546,-0.124608978,-0.361401462,-0.331284106,-0.192333881,-0.313333566,-0.064616414,0.730327176,0.529828817,0.437747569,1,-0.35731384,0.236655095,-0.390228305,-0.245939065,-0.390302376,-0.267212666,-0.407717474,-0.335884451,0.2737847,-0.053425649,0.091939388,0.28074293,-0.421998343,-0.07185586,-0.220677439,-0.457451623,-0.341640125,-0.19069878,-0.346204805,-0.380610301,-0.442037487,0.027422173,-0.379765966,-0.336644221,-0.51723911,-0.335327673,-0.393752139,0.342783337,0.374305207,0.320933288,0.032756776,0.399805783,-0.398623922,-0.277875051,0.026275587,-0.326326291,-0.34673857,0.100337125,-0.360787097,0.27001862,-0.260291332,0.123247459,-0.327047259,0.46118568,-0.334573165,-0.201236297,-0.30206861,-0.046659781,0.1275141,0.059373062,0.074331927,0.008267889,0.235259259,-0.385533408,-0.201921158,-0.578302496,-0.395015461,-0.104751692,-0.716204657,-0.31391956,0.581895477,0.350601854,0.307672773,0.715275223,-0.34700914,0.50670653,0.631964809,0.509489796,0.664048493,-0.389682191,0.576814764,0.628571429,0.6408867,0.78702346,0.2593794,0.242325724,0.166310671,-0.307663543,-0.010510559,-0.336757297,0.159153345,-0.30189422,0.033217672,-0.522070465,0.393672086,-0.319088459,0.498711876,0.156321878,-0.362513024,0.178812866,-0.071830094,0.563576486,-0.411560785,-0.43982914,-0.183606889,-0.41815258,0.310471476,-0.027596838,-0.030061656,0.498449423,-0.337220272,0.42735591,-0.371663012,0.11977968,-0.375005398,-0.227742415,0.015932365,0.1441762,-0.226758006,0.035587342,-0.323277278,0.274712803,-0.339820776,-0.208661325,-0.357294474,-0.151495016,-0.374733036,-0.056908267,-0.364701831,0.040214665,-0.311780309,-0.004990878,-0.245537827,-0.369372463,0.105581511
Age-Adjusted Mortality (Black),0.046610728,0.585676317,0.917036419,0.359598673,0.462131529,0.379266793,0.423669991,0.402396433,0.20061064,0.484791388,-0.049443842,0.199970597,0.355983394,0.263120754,-0.226469262,0.3835539,-0.289702588,-0.480450731,-0.378986604,-0.425298217,-0.010802321,-0.443191772,0.013014541,0.453070773,0.532638323,0.377156392,0.350601854,-0.474750692,0.354270087,-0.461754059,-0.294327315,-0.4548271,-0.242107763,-0.464930416,-0.32406523,0.089844758,-0.074001669,-0.139789622,0.093562434,-0.29591454,-0.12947901,-0.189556574,-0.298819037,-0.217239601,-0.09657898,-0.125966988,-0.210594633,-0.474326279,0.081016733,-0.518022668,-0.51416914,-0.43366428,-0.480791196,-0.489379695,0.279389799,0.479400298,0.365661037,0.281956902,0.376587005,-0.425482142,-0.47196916,0.274282827,-0.449160919,-0.481900452,0.315786583,-0.411530658,0.549971445,-0.400374521,0.193449897,-0.466750686,0.553332162,-0.443299017,0.009884462,-0.115055133,0.009192549,0.357861442,0.214240214,0.048425259,0.151878833,0.360083806,-0.494662391,-0.224675724,-0.558779598,-0.948236282,-0.279315628,-0.412987769,-0.448733261,0.577826834,1,0.363565761,0.461659272,-0.422498504,0.314025571,0.532258065,0.556275829,0.380368906,-0.27221619,0.446245421,0.62987013,0.550246305,0.36840176,0.425624918,0.442384571,0.376523563,-0.527099387,-0.235306393,-0.498695793,0.249749397,-0.452027413,-0.034002548,-0.303915963,0.374862989,-0.447480787,0.517122084,0.024689189,-0.47473003,0.368492729,-0.024014566,0.278886895,-0.466293986,-0.536001406,-0.229066907,-0.409579142,0.398036287,-0.031267847,0.039307209,0.493149625,-0.455179402,0.333182809,-0.505678074,0.164795941,-0.483395432,-0.093836489,-0.133165664,0.439682819,-0.441330229,0.06737908,-0.497755373,0.058472082,-0.500465397,-0.420353205,-0.474635475,-0.236381408,-0.43892501,-0.113100206,-0.520790318,0.133286474,-0.455599304,-0.181533629,0.153780257,-0.444394412,0.376661643
Infant Mortality Rate (White),0.112536657,0.598240469,0.411656891,0.045821114,0.639662757,0.54068915,0.46297654,0.426686217,0.144428152,0.01026393,-0.184384164,0.257697947,0.538856305,0.497387497,-0.239581748,0.617274988,-0.605571848,-0.395527859,-0.252612287,-0.161319893,-0.221407625,-0.333211144,0.150293255,0.702346041,0.46957478,0.569281525,0.78702346,-0.376466276,0.558651026,-0.336357805,-0.075879765,-0.352337311,0.061583578,-0.309990839,0.066348974,0.256231672,-0.122067449,-0.236070381,0.319648094,0.094010751,0.269428683,0.135280531,0.015279972,-0.171077376,-0.120817139,-0.421786011,-0.173154359,-0.375733138,-0.046379469,-0.481304985,-0.405058651,-0.697214076,-0.409824047,-0.487170088,0.345674487,0.51214371,0.402419355,0.30755132,0.601173021,-0.543255132,-0.396627566,0.06414956,-0.296920821,-0.375,0.440249267,-0.279427962,0.463709677,-0.219941349,0.264296188,-0.299486804,0.465175953,-0.317289165,-0.049853372,-0.149193548,0.092375367,0.325513196,0.337609971,0.236070381,0.635630499,0.440982405,-0.427419355,-0.294015215,-0.60483871,-0.374266862,0.081744868,-0.592375367,-0.208211144,0.57771261,0.36840176,0.004398827,0.609970674,-0.176168656,0.75329912,0.657435897,0.534677419,0.837609971,-0.078452938,0.862536657,0.714285714,0.637438424,1,0.446847507,0.449780059,0.552325236,-0.304985337,0.025293255,-0.333944282,0.22982398,-0.285190616,0.301319648,-0.331683191,0.024193548,-0.242324261,0.591642229,0.417521994,-0.339809384,0.411656891,0.351906158,0.449780059,-0.491935484,-0.449046921,-0.377199413,-0.450146628,0.495967742,0.195747801,0.198680352,0.429383828,-0.200201676,0.630614126,-0.414956012,0.036290323,-0.417155425,-0.122434018,0.215175953,0.51026393,-0.223240469,0.169354839,-0.344941349,0.244134897,-0.5,-0.527492669,-0.304618768,0.2228739,-0.470674487,-0.181818182,-0.491568915,0.113269795,-0.306085044,0.037756598,-0.102272727,-0.207111437,0.242668622
YPLL Rate (Black),0.010543426,0.604610552,1,0.268628521,0.46763388,0.271888591,0.355005931,0.403110311,0.11548346,0.450701774,-0.122911015,0.136889246,0.319454817,0.292324048,-0.221703166,0.425201916,-0.291986996,-0.486480253,-0.342297364,-0.405258015,0.032231226,-0.416579947,0.006853227,0.380870272,0.497798486,0.281318124,0.354467777,-0.451763827,0.291130343,-0.434196218,-0.275270821,-0.447681797,-0.256142176,-0.431913399,-0.297460687,0.076687369,-0.13005755,-0.219563316,0.069614449,-0.188304248,-0.077484572,-0.125578257,-0.20953002,-0.161635855,-0.048861419,-0.097744613,-0.1709971,-0.468127622,0.211941884,-0.485118394,-0.491099842,-0.354390898,-0.441956245,-0.457101437,0.313732812,0.436679665,0.33947583,0.309842749,0.432038835,-0.383648904,-0.410525911,0.234657119,-0.428634187,-0.454564425,0.279225058,-0.386350595,0.531707156,-0.394663357,0.149672714,-0.429831715,0.546226332,-0.363871098,-0.046676624,-0.135669727,-0.025238325,0.376510126,0.228298115,0.067353699,0.157476232,0.315421017,-0.460824584,-0.177519797,-0.564402759,-0.935638298,-0.159925094,-0.421840419,-0.404565586,0.56810706,0.917036419,0.244427186,0.467304397,-0.381815551,0.389014124,0.642228739,0.470383275,0.415019763,-0.212606638,0.521474359,0.698701299,0.544334975,0.411656891,0.351392611,0.416970522,0.439780181,-0.50085398,-0.218502715,-0.452601001,0.294928178,-0.452664412,-0.119755744,-0.274507688,0.397588601,-0.405347891,0.513201248,0.03457365,-0.453577224,0.293250011,-0.054356492,0.302668244,-0.407756008,-0.500494223,-0.262805869,-0.37753152,0.331843342,-0.025864341,0.061393489,0.481670938,-0.405513613,0.361194904,-0.462142512,0.211637306,-0.451721137,-0.091628959,-0.14234723,0.476343189,-0.415630629,0.080316742,-0.48754678,-0.003503493,-0.474414135,-0.404999341,-0.446505755,-0.226826429,-0.466898036,-0.20225805,-0.463526337,0.232976761,-0.473962538,-0.257797742,0.239412643,-0.377861003,0.376150897
Firearm Fatalities Rate,-0.069091685,0.65030607,0.361194904,0.143797625,0.682198358,-0.08718698,0.027368672,0.135355596,0.004894225,0.127237267,-0.120073999,0.08608824,0.186167299,0.113098611,-0.23076252,0.447972926,-0.466090305,-0.168634276,-0.460328114,-0.395892701,-0.328405764,-0.531812572,-0.150724849,0.083487069,0.362203213,0.067215033,0.42735591,-0.551877763,0.104069492,-0.527262411,-0.333150485,-0.520592662,-0.31324914,-0.492794761,-0.284207669,0.098143068,-0.031551644,-0.051982038,0.230745715,-0.12519083,-0.055224699,-0.213533913,-0.142331192,-0.180470486,-0.178639932,-0.192422971,-0.224322668,-0.510068285,0.277293877,-0.542412046,-0.547824429,-0.258195519,-0.520820017,-0.5533409,0.220777782,0.170188031,0.300295886,0.112566642,0.302542566,-0.242956728,-0.209611786,0.040889867,-0.55297517,-0.552684233,0.019624099,-0.478347469,0.412311286,-0.480161585,-0.049040753,-0.433083656,0.738026593,-0.122237808,-0.332366118,-0.30584701,-0.244629178,0.207197077,0.023399937,0.134120817,-0.080560346,0.028353526,-0.544285044,0.150430792,-0.557533312,-0.380689831,0.120755203,-0.570963424,-0.441868603,0.565165154,0.333182809,0.091886042,0.598538598,-0.396832202,0.51595873,0.57066912,0.475096968,0.514271085,-0.405499091,0.610306981,0.520779221,0.664203026,0.630614126,0.001315387,0.094566282,0.478162133,-0.444677124,-0.086953527,-0.464686606,0.326572646,-0.553570734,-0.123502747,-0.465436432,0.310514175,-0.43521862,0.574073126,-0.162036819,-0.550957611,0.234440571,-0.283469139,0.39088413,-0.211313561,-0.412030569,-0.210813876,-0.431089624,0.00380662,-0.238560715,0.005396986,0.633165077,-0.293747548,1,-0.489502555,0.44474861,-0.507538891,-0.267456584,-0.416737636,0.604755916,-0.324147846,0.060827935,-0.492578556,0.265960613,-0.565171265,-0.426626638,-0.492320086,-0.242414978,-0.624702193,-0.377758261,-0.367210539,0.423027279,-0.594157085,-0.390514028,-0.148692103,-0.226964822,0.594782737
Homicide Rate,-0.03567637,0.579457779,0.481670938,0.319023763,0.50628287,0.323441329,0.279624316,0.227727714,0.445462789,0.336228621,0.085133216,0.304951389,0.270255792,0.308087165,-0.281606957,0.447004111,-0.321704658,-0.291211165,-0.310556401,-0.26577246,-0.196784373,-0.310015813,0.150717228,0.447572572,0.507335326,0.323034628,0.498449423,-0.403463853,0.239687676,-0.421155152,-0.321596116,-0.409419246,-0.202654533,-0.355486938,-0.184867189,0.214295653,0.115591837,0.032234446,0.222895719,-0.268349247,-0.036219693,-0.220455484,-0.276384742,-0.348626757,-0.152894808,-0.33675409,-0.321396895,-0.398783648,-0.12657369,-0.431006363,-0.40288044,-0.441277141,-0.368636717,-0.430653602,0.426291574,0.427179662,0.348593341,0.159028625,0.316257211,-0.30861179,-0.328419524,0.23138422,-0.339539451,-0.40161864,0.445340679,-0.364547012,0.306617332,-0.262850481,0.388885317,-0.34055725,0.515418051,-0.2276989,0.040051965,-0.141728601,0.119396103,0.284976789,0.088563416,0.103141867,0.046205464,0.403528729,-0.421034075,-0.05111767,-0.52046525,-0.520122013,-0.14327867,-0.456531033,-0.344842214,0.557462972,0.493149625,0.251169229,0.49611129,-0.355095854,0.34432284,0.33654294,0.337204297,0.276848866,-0.173884234,0.472246699,0.545454545,0.605791859,0.429383828,0.290152881,0.217925023,0.411724392,-0.30430609,0.13034276,-0.388607179,0.292155226,-0.320802403,0.05406744,-0.293130943,0.256731042,-0.298161469,0.515207751,0.276225597,-0.42316708,0.160424945,-0.042623052,0.405282509,-0.328156118,-0.419985768,-0.154176792,-0.310418701,0.376430133,-0.093363731,0.142033875,1,-0.267773433,0.633165077,-0.412004745,0.100482675,-0.412192699,-0.075843661,-0.085673488,0.290648104,-0.140127608,0.280282351,-0.361427891,0.296529718,-0.395524675,-0.248472787,-0.372938854,-0.080585585,-0.351675793,-0.072838407,-0.378105749,-0.043260736,-0.35518765,-0.08452023,-0.168735185,-0.314757976,0.271844139
Child Mortality Rate,0.084921025,0.567386108,0.389014124,0.142452458,0.496937844,-0.059336333,-0.013621344,0.131157433,0.09340434,0.210313108,-0.12601951,0.227013327,0.230684055,0.1091842,-0.318263426,0.405787934,-0.321721504,-0.059676134,-0.30468936,-0.273531193,-0.248742534,-0.392334981,-0.122964302,0.196334833,0.425386208,0.151236524,0.50670653,-0.424171588,0.107599831,-0.366627826,-0.154890795,-0.385135545,-0.205685227,-0.336858398,-0.183637481,0.269222995,-0.05590159,-0.06525673,0.296187859,-0.029001536,0.087995516,-0.212362713,-0.045483705,-0.121067788,-0.068116859,-0.203206478,-0.160982728,-0.406519251,0.151196126,-0.387455474,-0.397298576,-0.212604284,-0.408694251,-0.40473847,0.127554368,0.156759465,0.374632943,0.154802915,0.338693991,-0.229576772,-0.202308312,0.044572553,-0.425323434,-0.428202334,0.058721175,-0.29463955,0.454829865,-0.366342826,0.000193335,-0.301114202,0.514412261,-0.214713351,-0.251101425,-0.200435883,-0.197395247,0.139869235,0.158552447,0.006467217,-0.07313773,0.195435875,-0.393513311,-0.120301082,-0.571194226,-0.382550808,0.093145409,-0.514121164,-0.294358802,0.516699402,0.314025571,0.061587627,0.474800944,-0.182241001,1,0.684017595,0.795102041,0.823870913,-0.152270601,0.832142541,0.781818182,0.780295567,0.75329912,-0.028566742,0.105473144,0.359580662,-0.307977156,-0.052479022,-0.285808443,0.414859852,-0.356721035,-0.051081505,-0.186690377,0.289755227,-0.277681429,0.501236174,-0.054608408,-0.415906261,0.274823069,-0.119205802,0.198744558,-0.183533699,-0.439947429,-0.193866058,-0.434300712,0.002120829,0.057708983,0.137830427,0.34432284,-0.220633215,0.51595873,-0.359146513,0.174769169,-0.337676071,-0.127103253,-0.337182462,0.428143748,-0.18516826,0.119510452,-0.384557586,0.160356909,-0.399585206,-0.278244516,-0.408386276,-0.290752718,-0.542498594,-0.382182696,-0.198238892,0.409068007,-0.527815452,-0.346374672,-0.107916198,-0.202152465,0.377121381
Teen Birth Rate (Black),-0.061989613,0.470000342,0.497798486,0.286496275,0.322516512,0.295785356,0.278863566,0.311067072,0.177273038,0.375872208,-0.037308351,0.15284033,0.323418868,0.240039647,-0.224957126,0.437620278,-0.276446168,-0.315884785,-0.485605956,-0.490731983,-0.096829858,-0.423179694,0.047490347,0.645402672,1,0.495595374,0.529828817,-0.493226159,0.288516076,-0.471909129,-0.246308861,-0.430315299,-0.148822217,-0.368631414,-0.14953271,0.017583835,0.041918925,-0.014302723,0.036972418,-0.209585959,-0.140820552,-0.209209366,-0.209937128,-0.287875666,-0.266496741,-0.314977086,-0.276082836,-0.470784453,0.09366083,-0.500153757,-0.49292824,-0.377575426,-0.511395087,-0.515862576,0.132461475,0.399873571,0.438073406,0.192074476,0.32552021,-0.384468856,-0.412663634,0.203309188,-0.444912359,-0.488374278,0.416279427,-0.424195052,0.611823897,-0.407390719,0.231173335,-0.494038607,0.43317559,-0.490397929,-0.123500871,-0.267459938,0.103888338,0.208998189,0.055882051,0.156596884,0.03492531,0.260663949,-0.511386545,-0.380912314,-0.495182287,-0.55339121,-0.175542594,-0.363771471,-0.474217866,0.504413043,0.532638323,0.314351566,0.411996484,-0.35429579,0.425386208,0.432184751,0.576109937,0.417823003,-0.127076269,0.510113767,0.675324675,0.546305419,0.46957478,0.284672156,0.343911231,0.27779359,-0.427711836,-0.075104602,-0.495738579,0.253970837,-0.417945126,0.062493593,-0.270166481,0.281623072,-0.475861601,0.379106704,0.015606314,-0.48551373,0.329492261,0.031642682,0.303142126,-0.4428281,-0.58078579,-0.202600198,-0.412999282,0.303208392,-0.014632521,0.0366112,0.507335326,-0.415930436,0.362203213,-0.522593706,0.032570814,-0.499176759,-0.146179998,-0.081405679,0.361593262,-0.426803225,0.031229713,-0.452794892,0.300449312,-0.496889608,-0.369289644,-0.476946737,-0.243610551,-0.455103017,-0.091972187,-0.515606314,0.120408651,-0.464403015,-0.138586121,-0.067729866,-0.512317627,0.241270605
MV Mortality Rate,0.025717901,0.543177154,0.513201248,0.335902929,0.593060619,0.018622813,0.057809331,0.108507794,-0.153392959,0.290083026,-0.180386654,0.081662551,0.079524948,0.051215464,-0.03823651,0.336046337,-0.283594079,-0.22406764,-0.478410445,-0.480905978,-0.125071961,-0.679304925,-0.30872898,0.244545275,0.379106704,0.280716501,0.498711876,-0.676181777,0.243938477,-0.658310308,-0.321947792,-0.677624517,-0.418461374,-0.713814786,-0.535093559,0.168501287,-0.128453186,-0.016535877,0.303681832,-0.323266792,-0.238902929,-0.183159431,-0.359751609,-0.38466255,-0.12916431,-0.395526315,-0.399511242,-0.621897091,0.277160297,-0.696153286,-0.693041114,-0.372921036,-0.673954956,-0.681606135,0.076772122,0.175072759,0.328100587,0.130507394,0.27104614,-0.255225204,-0.181871063,-0.018005973,-0.696230032,-0.68116574,-0.123740859,-0.604612633,0.544378011,-0.613446882,-0.138913674,-0.587811553,0.774410345,-0.359834383,-0.398885672,-0.478189705,-0.12920352,0.109997604,0.042143044,0.092709798,-0.147791336,0.168171455,-0.681193958,0.036821473,-0.495924556,-0.50017316,-0.021707376,-0.559440759,-0.627310651,0.473108084,0.517122084,0.295442464,0.527338011,-0.651655324,0.501236174,0.661656891,0.667653061,0.588320669,-0.653754012,0.510717131,0.724675325,0.607389163,0.591642229,0.048193808,0.092903191,0.352988212,-0.5548681,-0.174298879,-0.632882847,0.134852715,-0.692283838,-0.18823383,-0.669600816,0.38060436,-0.486809263,1,-0.240890142,-0.654960081,0.486621757,-0.293453524,0.486383182,-0.228999486,-0.46267674,-0.182383765,-0.393560339,0.078190853,-0.183892113,-0.146664585,0.515207751,-0.582791295,0.574073126,-0.654571354,0.444564784,-0.678848328,-0.396599063,-0.180561812,0.48144174,-0.459312373,-0.066544064,-0.637973761,0.351622862,-0.69534397,-0.523065491,-0.657196588,-0.350225024,-0.719217561,-0.18606029,-0.547067717,0.266744321,-0.637691638,-0.136420495,-0.147565206,-0.44040327,0.58348832
Drug Overdose Mortality Rate,0.22052927,0.49659182,0.397588601,0.151054852,0.503713113,-0.015345921,0.096340308,0.143836116,0.092658745,0.170531959,0.04257748,0.194703652,0.159655901,0.008531739,-0.15303366,0.260331842,-0.106200335,-0.191331924,-0.34440102,-0.299203917,-0.268979628,-0.413494573,-0.231172997,0.201064373,0.281623072,0.138449927,0.393672086,-0.376740541,0.2035795,-0.257554673,-0.028067362,-0.340480613,-0.124097835,-0.361510351,-0.185117008,0.02035795,0.130290762,-0.107306387,0.086004462,-0.048721372,-0.073106146,0.063339582,-0.109653625,-0.071760245,-0.094695128,-0.148432061,-0.151012275,-0.42272748,0.200118486,-0.409838157,-0.411988773,-0.302088649,-0.380549683,-0.367245024,0.078388132,0.230841437,0.333544304,0.185900707,0.459338777,-0.130823066,-0.159365019,0.13126048,-0.384085441,-0.399540716,0.132955457,-0.314202261,0.349675585,-0.313722274,0.063534301,-0.275775967,0.61385507,-0.31088821,-0.132882554,-0.129200991,-0.067616826,0.241634468,-0.035722097,-0.289468864,0.013688367,0.052843463,-0.377815849,-0.064720436,-0.41676387,-0.398289738,0.043413992,-0.465225632,-0.284366884,0.470923265,0.374862989,0.164135021,0.487434043,-0.236940362,0.289755227,0.191935484,0.364295125,0.196632653,-0.046312294,0.268656716,0.12987013,0.37044335,0.024193548,0.089359918,0.129456149,0.384279508,-0.352659239,-0.106231927,-0.334001604,0.18571794,-0.347980608,0.021196326,-0.07380622,1,-0.304279081,0.38060436,-0.174619086,-0.380578755,0.245152001,-0.151709557,0.218343394,-0.205566086,-0.361817796,-0.174491507,-0.334293213,0.114948604,0.220802654,0.028687031,0.256731042,-0.314358113,0.310514175,-0.345939345,0.213931618,-0.351807976,-0.138222643,-0.405974338,0.458427499,-0.328825545,-0.152675512,-0.400654301,0.05064883,-0.371201662,-0.244659911,-0.39055665,-0.2459357,-0.415123569,-0.22656193,-0.262612087,0.379109864,-0.409377136,-0.282040534,0.008347306,-0.254592841,0.261948048
% Physically Inactive,0.04260502,0.4764158,0.425201916,0.045530177,0.38073628,-0.07713433,0.063101717,0.241681001,0.080903522,0.272383823,-0.194124905,0.167271187,0.26194553,0.376467527,-0.33572263,1,-0.225593645,-0.206559553,0.064634126,0.058372534,0.002324887,0.017028888,0.007663175,0.027219604,0.437620278,0.075520074,0.299092878,0.071572042,0.04963451,-0.004701021,-0.112534026,0.045818079,0.053477927,-0.033792656,-0.063169264,-0.00029658,-0.056524224,-0.134809305,0.088342406,0.106888544,0.013069834,0.025593562,0.052041253,0.089504345,0.005396076,-0.020466133,0.08520819,-0.06907532,0.043205603,0.062056114,0.049645898,-0.070104108,0.082521612,0.071125061,0.224573077,0.129062931,0.295063421,0.171101378,0.192876969,-0.223271252,-0.217571944,0.088228224,0.069524156,0.059230675,0.161041081,0.134147184,0.231671161,0.076381909,0.136454517,0.089604092,0.40779108,0.188159148,-0.057616485,0.021498062,-0.162890726,0.117196385,0.126831093,0.083864276,-0.05082502,0.147470624,0.076426502,0.052349971,-0.460116957,-0.430207427,0.201472526,-0.368428033,0.109579838,0.457117125,0.3835539,-0.017604207,0.398014532,-0.266026165,0.405787934,0.682309819,0.544062873,0.523727191,-0.432433309,0.458728828,0.738141806,0.693616162,0.617274988,0.030728933,0.197318242,0.54564305,-0.045326033,-0.036873594,0.151569711,0.504192164,0.027972355,-0.042160854,-0.4306768,0.260331842,-0.010633276,0.336046337,-0.037561043,0.065463942,0.062741747,-0.068938896,0.265621767,-0.173202435,-0.462043923,-0.177997396,-0.331145043,0.100861895,0.01762331,0.181525175,0.447004111,-0.25926934,0.447972926,0.116537337,0.188017241,0.111432158,0.106228261,-0.22844999,0.376621494,0.180462156,0.292796459,0.070017148,0.036632378,0.034069403,-0.131189649,0.022866749,-0.049785007,-0.148063477,-0.427794391,0.177903653,0.364340394,-0.137825577,-0.314958058,0.209894534,0.190170872,0.226867541
